State Name,LEA Name,LEA NCES ID,School Name,School NCES ID,Reading Proficiency Target,Reading Participation Target,Math Proficiency Target,Math Participation Target,"Elementary/ Middle School Other Academic Indicator
Target",Graduation Rate Target,State Defined School Improvement Status,Title I School
MICHIGAN,"Michigan
Department of Human Services",2600004,W.J. Maxey Training School,260000407830,All,,All,,Not All,,Status 3,Not a Title I school
MICHIGAN,"Michigan Department of
Human Services",2600004,Shawono Center,260000407871,All,,All,,Not All,,Status 3,Not a Title I school
MICHIGAN,"Battle Creek
Public Schools",2600005,"Battle Creek
Alternative School",260000500807,,,,,,,Status 1,Not a Title I school
MICHIGAN,"Battle Creek
Public Schools",2600005,"Ann J. Kellogg
School",260000501683,All,All,All,All,All,,Status 2,Title I schoolwide school
MICHIGAN,"Battle Creek
Public Schools",2600005,Lamora Park School,260000501684,All,All,All,All,All,,Status 3,Title I schoolwide school
MICHIGAN,"Battle Creek
Public Schools",2600005,"Battle Creek Central
High School",260000503830,All,Not All,Not All,Not All,,,Status 1,Title I schoolwide school
MICHIGAN,"Battle Creek
Public Schools",2600005,Coburn School,260000503831,All,All,All,All,All,,Status 3,Title I schoolwide school
MICHIGAN,"Battle Creek
Public Schools",2600005,Dudley School,260000503832,All,All,All,All,All,,Status 1,Title I schoolwide school
MICHIGAN,"Battle Creek
Public Schools",2600005,Franklin School,260000503833,All,All,Not All,All,All,,Status 3,Title I schoolwide school
MICHIGAN,"Battle Creek
Public Schools",2600005,Fremont School,260000503834,All,All,All,All,All,,Status 3,Title I schoolwide school
MICHIGAN,"Battle Creek
Public Schools",2600005,"Northwestern Middle
School",260000503839,All,Not All,All,All,All,,Status 2,Title I schoolwide school
MICHIGAN,"Battle Creek
Public Schools",2600005,"Springfield Middle
School",260000503844,Not All,All,All,All,All,,Status 3,Title I schoolwide school
MICHIGAN,"Battle Creek
Public Schools",2600005,Urbandale School,260000503846,All,All,All,All,All,,Status 3,Title I schoolwide school
MICHIGAN,"Battle Creek
Public Schools",2600005,"Valley View
Elementary School",260000503847,Not All,All,Not All,All,All,,Status 3,Title I schoolwide school
MICHIGAN,"Battle Creek
Public Schools",2600005,"Verona Elementary
School",260000503848,All,All,Not All,All,All,,Status 1,Title I schoolwide school
MICHIGAN,"Bessemer Area
School District",2600006,"A.D. Johnston Jr/Sr
High School",260000603854,All,All,All,All,,,Status 3,"Title I targeted assistance
eligible school-No program"
MICHIGAN,"Bessemer Area
School District",2600006,Washington School,260000603855,All,All,All,All,All,,Status 3,Title I schoolwide school
MICHIGAN,"Harbor Beach Community
Schools",2600007,Harbor Beach Middle School,260000700848,All,All,All,All,All,,Status 3,Title I schoolwide school
MICHIGAN,"Harbor Beach Community
Schools",2600007,"Harbor Beach Community High
School",260000703856,All,All,All,All,,,Status 3,Title I schoolwide school
MICHIGAN,"Harbor Beach Community
Schools",2600007,Harbor Beach Elementary School,260000703857,All,All,All,All,All,,Status 3,Title I schoolwide school
MICHIGAN,"Sigel Township
S/D #3F",2600010,"Adams Elementary
School",260001003860,All,,All,,All,,Status 5,"Title I targeted assistance
school"
MICHIGAN,"Sigel Township
S/D #4F",2600011,Eccles School,260001103861,All,,All,,All,,Status 3,"Title I targeted assistance
school"
MICHIGAN,"St. Ignace Area
Schools",2600012,LaSalle High School,260001203862,All,All,All,All,,,Status 2,"Title I targeted assistance
eligible school-No program"
MICHIGAN,"St. Ignace Area
Schools",2600012,"St. Ignace Middle
School",260001207696,All,All,All,All,All,,Status 3,Title I schoolwide school
MICHIGAN,"Marquette Area
Public Schools",2600013,"Cherry Creek
Elementary School",260001300209,Not All,All,Not All,All,All,,Status 3,"Title I targeted assistance
school"
MICHIGAN,"Marquette Area
Public Schools",2600013,Graveraet School,260001301885,All,All,Not All,All,,,Status 1,"Title I schoolwide eligible
school-No program"
MICHIGAN,"Marquette Area
Public Schools",2600013,"Superior Hills
Elementary School",260001303867,Not All,All,All,All,All,,Status 3,"Title I targeted assistance
school"
MICHIGAN,"Marquette Area
Public Schools",2600013,"Marquette Senior
High School",260001303869,All,All,Not All,All,,,Status 3,Not a Title I school
State Name,LEA Name,LEA NCES ID,School Name,School NCES ID,Reading Proficiency Target,Reading Participation Target,Math Proficiency Target,Math Participation Target,"Elementary/ Middle School Other Academic Indicator
Target",Graduation Rate Target,State Defined School Improvement Status,Title I School
MICHIGAN,"Marquette Area
Public Schools",2600013,Sandy Knoll School,260001303871,Not All,All,All,All,All,,Status 3,"Title I targeted assistance
school"
MICHIGAN,"Marquette Area
Public Schools",2600013,"Bothwell Middle
School",260001303875,All,All,Not All,All,All,,Status 3,"Title I targeted assistance
eligible school-No program"
